date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:04:10	1296/1296	---M-Z	200	added ('OK')	application/x-javascript	etag:%22510-67b8ab8c-9a4ef59e55e65e7b;gz%22	https://kpbsupportssolutions.com/service.js	C:/KPB/KPB/kpbsupportssolutions.com/service.js	(from https://kpbsupportssolutions.com/)
08:04:10	414/414	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e-67b8ab8c-d868acf64de57b4a;gz%22	https://kpbsupportssolutions.com/expert.js	C:/KPB/KPB/kpbsupportssolutions.com/expert.js	(from https://kpbsupportssolutions.com/)
08:04:11	2791/2791	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ae7-67b8ab8c-31bb6fd8c2eab3a6;gz%22	https://kpbsupportssolutions.com/counter.js	C:/KPB/KPB/kpbsupportssolutions.com/counter.js	(from https://kpbsupportssolutions.com/)
08:04:11	2220/2220	---M-Z	200	added ('OK')	application/x-javascript	etag:%228ac-67b8ab8c-1fe6734fa9e48553;gz%22	https://kpbsupportssolutions.com/active_bar_services.js	C:/KPB/KPB/kpbsupportssolutions.com/active_bar_services.js	(from https://kpbsupportssolutions.com/)
08:04:11	1721/1721	---M-Z	200	added ('OK')	text/css	etag:%226b9-67b8ab8c-3c732edfade08b68;gz%22	https://kpbsupportssolutions.com/product.css	C:/KPB/KPB/kpbsupportssolutions.com/product.css	(from https://kpbsupportssolutions.com/product.html)
08:04:12	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/KPB/KPB/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://kpbsupportssolutions.com/product.html)
08:04:12	399/399	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:19%20GMT	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	C:/KPB/KPB/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	(from https://kpbsupportssolutions.com/product.html)
08:04:12	119513/119513	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:22%20GMT	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	C:/KPB/KPB/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	(from https://kpbsupportssolutions.com/product.html)
08:04:12	23903/23903	---M-Z	200	added ('OK')	text/html	etag:%225d5f-67b8b802-2647996deeb702de;gz%22	https://kpbsupportssolutions.com/index.html	C:/KPB/KPB/kpbsupportssolutions.com/index-2.html	(from https://kpbsupportssolutions.com/product.html)
08:04:13	3883/3883	---M-Z	200	added ('OK')	text/css	etag:%22f2b-67b8ab8c-28337569695b464e;gz%22	https://kpbsupportssolutions.com/pricing.css	C:/KPB/KPB/kpbsupportssolutions.com/pricing.css	(from https://kpbsupportssolutions.com/pricing.html)
08:04:13	5569/5569	---M-Z	200	added ('OK')	text/css	etag:%2215c1-67b8ab8c-e78d5251aaacc6bc;gz%22	https://kpbsupportssolutions.com/resources.css	C:/KPB/KPB/kpbsupportssolutions.com/resources.css	(from https://kpbsupportssolutions.com/resources.html)
08:04:13	4227/4227	---M--	200	added ('OK')	application/pdf	etag:%221083-67b8ab8c-711130a6a3637a4a;;;%22	https://kpbsupportssolutions.com/T&C.pdf	C:/KPB/KPB/kpbsupportssolutions.com/T&C.pdf	(from https://kpbsupportssolutions.com/resources.html)
08:04:14	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%225eb03d5d-65c5%22	https://cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.css	C:/KPB/KPB/cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.css	(from https://kpbsupportssolutions.com/about.html)
08:04:14	89220/89220	---M-Z	200	added ('OK')	text/css	etag:%22620188b3-468e%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	C:/KPB/KPB/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	(from https://kpbsupportssolutions.com/about.html)
08:04:14	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/api/placeholder/150/150	C:/KPB/KPB/kpbsupportssolutions.com/api/placeholder/150/150	(from https://kpbsupportssolutions.com/about.html)
08:04:15	14690/14690	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d5d-3962%22	https://cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	C:/KPB/KPB/cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	(from https://kpbsupportssolutions.com/about.html)
08:04:15	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f41-5b44%22	https://cdnjs.cloudflare.com/ajax/libs/particles.js/2.0.0/particles.min.js	C:/KPB/KPB/cdnjs.cloudflare.com/ajax/libs/particles.js/2.0.0/particles.min.js	(from https://kpbsupportssolutions.com/about.html)
08:04:15	2673/2673	---M-Z	200	added ('OK')	text/css	etag:%22a71-67b8ab8c-fa431e736ee06435;gz%22	https://kpbsupportssolutions.com/award.css	C:/KPB/KPB/kpbsupportssolutions.com/award.css	(from https://kpbsupportssolutions.com/awards.html)
08:04:16	7884/7884	---M-Z	200	added ('OK')	text/css	etag:%221ecc-67b8ab8c-57540d4b6909ad39;gz%22	https://kpbsupportssolutions.com/contact.css	C:/KPB/KPB/kpbsupportssolutions.com/contact.css	(from https://kpbsupportssolutions.com/contact.html)
08:04:16	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/api/placeholder/70/70	C:/KPB/KPB/kpbsupportssolutions.com/api/placeholder/70/70	(from https://kpbsupportssolutions.com/contact.html)
08:04:16	945/945	---M-Z	200	added ('OK')	text/css	etag:%223b1-67b8ab8c-5f184a781441a7a8;gz%22	https://kpbsupportssolutions.com/industries/all_industries.css	C:/KPB/KPB/kpbsupportssolutions.com/industries/all_industries.css	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/product.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/product.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/pricing.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/pricing.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/resources.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/resources.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/about.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/about.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/awards.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/awards.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/certifications.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/certifications.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/blogs.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/blogs.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
08:04:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-c23da8a3a2d0df24;gz%22	https://kpbsupportssolutions.com/industries/contact.html	C:/KPB/KPB/kpbsupportssolutions.com/industries/contact.html	(from https://kpbsupportssolutions.com/industries/bpm.html)
